ALGO-1212-AA,Oral Algon Structure Part I,LEC,AT1005,MTWThF,01:30PM-03:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67151,Instructor: ,Mr. Tom Beardy,BOOKS ,|
|,ALGO-1212-AB,Oral Algon Structure Part I,LEC,AT1006,MTWThF,01:30PM-03:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67153,Instructor: ,Mr. Stewart Roy,BOOKS ,|
|,ALGO-1212-AC,Oral Algon Structure Part I,LEC,RB3049,MTWThF,01:30PM-03:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67413,Instructor: ,Mrs. S. Sandau,BOOKS ,|
|,ALGO-1212-AD,Oral Algon Structure Part I,LEC,RB3051,MTWThF,01:30PM-03:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67412,Instructor: ,TBA,BOOKS ,|
|,ALGO-1232-AA,Oral Algon Structure Part II,LEC,AT1005,MTWThF,10:30AM-12:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67154,Instructor: ,Mr. Tom Beardy,BOOKS ,|
|,ALGO-1232-AB,Oral Algon Structure Part II,LEC,AT1005,MTWThF,10:30AM-12:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67416,Instructor: ,Mr. Stewart Roy,BOOKS ,|
|,ALGO-1232-AC,Oral Algon Structure Part II,LEC,RB3049,MTWThF,10:30AM-12:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67415,Instructor: ,Mrs. S. Sandau,BOOKS ,|
|,ALGO-1232-AD,Oral Algon Structure Part II,LEC,RB3051,MTWThF,10:30AM-12:30PM,16/07/02-,16/07/29,0.50,Synonym:, 67394,Instructor: ,TBA,BOOKS ,|
|,ALGO-2213-AA,Oral Algon Structure Part III,LEC,AT2003,MTWThF,02:30PM-04:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67410,Instructor: ,TBA,BOOKS ,|
|,ALGO-2213-AB,Oral Algon Structure Part III,LEC,AT2003,MTWThF,02:30PM-04:30PM,16/07/01-,16/07/29,0.50,Synonym:, 67411,Instructor: ,TBA,BOOKS ,|
|,ALGO-2233-AA,Oral Algon Structure Part IV,LEC,AT3001,MTWThF,08:30AM-10:30AM,16/07/01-,16/07/29,0.50,Synonym:, 67143,Instructor: ,Dr. Rand Valentine,BOOKS ,|
|,ALGO-2233-AB,Oral Algon Structure Part IV,LEC,AT3001,MTWThF,08:30AM-10:30AM,16/07/01-,16/07/29,0.50,Synonym:, 67144,Instructor: ,Dr. Rand Valentine,BOOKS 
ANTH-3811-ADE,Identity & Culture Digital Tec,Computer Requirements,WEB,-,16/07/04-,16/07/22,0.50,Synonym:, 66917,Instructor: ,Ms. Taina Maki Chahal,BOOKS ,|
|,ANTH-3811-SA,Splendours of Italy,0.50,Synonym:, 67314,Instructor: ,Dr. Carney D. Matheson,BOOKS ,|
|,|
Please contact Dept of Anthropology for 
|,|
more information.
|,ANTH-3811-SDE,The 60s: Cultural Perspective,Computer Requirements,WEB,-,16/05/02-,16/05/20,0.50,Synonym:, 66916,Instructor: ,Dr. Donald S. Johnson,BOOKS ,|
|,ANTH-3811-SDF,Globalization & Tourism,Computer Requirements,WEB,-,16/05/24-,16/06/14,0.50,Synonym:, 66918,Instructor: ,Dr. Diana Christopher,BOOKS 
BIOL-4153-GA,OUPFB Field Biology Course,PRA,-,16/04/25-,16/09/05,0.50,Synonym:, 67551,Instructor: ,Dr. Michael D. Rennie,BOOKS ,|
|,BIOL-2011-SA,Human Musculoskel Anatomy,LEC,AT1001,MTWThF,06:00PM-10:00PM,16/05/02-,16/05/20,0.50,Synonym:, 66920,Instructor: ,Mrs. Donna A. Newhouse,BOOKS ,|
|,|
An additional fee is required for this course 
|,BIOL-2012-SA,Human Internal Anatomy,LEC,AT1001,MTWThF,06:00PM-10:00PM,16/05/24-,16/06/14,0.50,Synonym:, 66921,Instructor: ,Mrs. Donna A. Newhouse,BOOKS ,|
|,|
An additional fee is required for this course 
|,BIOL-3990-SA,Microbial Enzymes,0.50,Synonym:, 67541,Instructor: ,Dr. Wensheng Qin,BOOKS ,|
|,BIOL-4372-SA,Bioethics Issues Life Sciences,VID,AT5041,MTWTh,11:00AM-01:30PM,16/05/02-,16/05/20,0.50,Synonym:, 66905,Instructor: ,Dr. Philip Hicks,BOOKS ,|
|,BIOL-4610-SDE,Virology,Computer Requirements,WEB,-,16/05/02-,16/06/13,0.50,Synonym:, 66919,Instructor: ,Dr. Hua Shen,BOOKS 
BUSI-1066-SA,Quantitative Analysis Mgmt,LEC,RC1002,MTThF,11:00AM-01:30PM,16/05/02-,16/06/14,1.00,Synonym:, 67525,Instructor: ,Ms. Terri Rizzo,BOOKS ,|
|
CLAS-2105-ADE,Classical Mythology,Computer Requirements,WEB,-,16/07/04-,16/08/15,1.00,Synonym:, 66923,Instructor: ,TBA,BOOKS ,|
|
COMP-1411-SDE,Computer Programming I,Computer Requirements,WEB,-,16/05/02-,16/06/13,0.50,Synonym:, 66922,Instructor: ,Dr. Jinan A. Fiaidhi,BOOKS ,|
|,COMP-4210-SDE,Introduction to Data Science,Computer Requirements,WEB,-,16/05/02-,16/06/13,0.50,Synonym:, 67268,Instructor: ,Dr. Sabah M. Mohammed,BOOKS 
CRIM-1030-ADE,Introduction to Criminalistics,Computer Requirements,WEB,-,16/07/04-,16/07/22,0.50,Synonym:, 66926,Instructor: ,Dr. Carolan Wood,BOOKS ,|
|,CRIM-2030-ADE,Gender and Crime,Computer Requirements,WEB,-,16/07/25-,16/08/15,0.50,Synonym:, 66927,Instructor: ,TBA,BOOKS ,|
|,CRIM-1010-SDE,Introduction to Criminology,Computer Requirements,WEB,-,16/05/02-,16/05/20,0.50,Synonym:, 66930,Instructor: ,Dr. Fay Williams,BOOKS ,|
|,CRIM-3010-SDE,Policing in Canada,Computer Requirements,WEB,-,16/05/02-,16/05/20,0.50,Synonym:, 66928,Instructor: ,Dr. Fay Williams,BOOKS ,|
|,CRIM-4090-SDE,White Collar Crime,Computer Requirements,WEB,-,16/05/24-,16/06/14,0.50,Synonym:, 66929,Instructor: ,Mr. Patrick Radebe,BOOKS ,|
Open only to students in their 3rd year level or 
|,|
higher 
|
ECON-1100-SDE,Principles of Economics,Computer Requirements,WEB,-,16/05/02-,16/06/24,1.00,Synonym:, 66931,Instructor: ,Ms. Terri Rizzo,BOOKS ,|
|,ECON-2115-SA,Economic Statistics I,LEC,RC1002,MTThF,11:00AM-01:30PM,16/05/02-,16/05/20,0.50,Synonym:, 67523,Instructor: ,Ms. Terri Rizzo,BOOKS ,|
|,ECON-2117-SA,Economic Statistics II,LEC,RC1002,MTThF,11:00AM-01:30PM,16/05/24-,16/06/14,0.50,Synonym:, 67524,Instructor: ,TBA,BOOKS ,|
